-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103,-1,-1,-1,-1,-1,66,69,69,69,69,69,69,69,69,68,70,1233,-1,-1,-1,-1,-1,66,69,69,69,69,69,69,69,69,69,69,69,69,100
70,-1,-1,-1,-1,-1,33,69,69,69,69,69,69,69,69,68,37,1200,-1,-1,-1,-1,-1,99,69,69,69,69,69,69,69,69,69,69,69,69,100
103,-1,-1,-1,-1,-1,99,69,69,69,69,69,69,69,69,68,70,1233,-1,-1,-1,-1,-1,99,69,69,69,69,69,69,69,69,69,69,69,69,100
37,-1,-1,-1,-1,-1,33,69,69,69,69,69,69,69,69,69,103,1299,-1,-1,-1,-1,-1,66,69,69,69,69,69,69,69,69,69,69,69,69,100
37,-1,-1,-1,-1,-1,99,69,69,104,134,133,135,134,135,133,136,1266,-1,-1,-1,-1,-1,132,133,135,135,135,135,134,134,134,135,105,69,69,100
37,-1,-1,-1,-1,-1,33,69,69,37,166,166,167,168,166,166,169,1233,-1,-1,-1,-1,-1,165,200,200,306,199,232,305,200,308,169,66,69,69,100
37,-1,-1,-1,-1,-1,33,69,69,70,265,266,267,265,266,265,268,1299,-1,-1,-1,-1,-1,264,233,266,339,266,266,338,339,341,268,66,69,69,100
37,-1,-1,-1,-1,-1,99,69,69,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,69,69,100
37,-1,-1,-1,-1,-1,33,69,69,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,69,69,100
103,-1,-1,-1,-1,-1,66,69,69,103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,69,69,100
70,-1,-1,-1,-1,-1,99,69,69,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,69,69,100
37,-1,-1,-1,-1,-1,66,69,69,70,-1,-1,-1,-1,0,2,2,2,3,1,2,1,1,2,2,2,1,2,4,-1,-1,-1,-1,66,69,69,100
70,-1,-1,-1,-1,-1,99,69,69,37,-1,-1,-1,-1,66,104,134,134,135,134,135,133,133,134,135,135,133,135,136,-1,-1,-1,-1,99,69,69,100
